aug 9/10:33:12.246 DEBUG2 : 		

StartSession()

aug 9/10:33:12.246 INFO   : Debug Log(info): Loading the I-jet driver
aug 9/10:33:17.723 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x2000f910, 2048 bytes [by 0] = [ cd cd cd cd cd cd cd cd ... ])
aug 9/10:33:17.723 INFO   : Debug Log(warning): There was 1 warning during the initialization of the debugging session.
aug 9/10:33:17.724 INFO   : Debug Log(info): Trace/Streaming: Enabled.

aug 9/10:33:17.724 INFO   : Trace/Streaming: Enabled.

aug 9/10:33:17.734 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
aug 9/10:33:17.734 DEBUG2 : 		-> LowLevelGo(core 0)
aug 9/10:33:17.734 DEBUG2 : 		CpuRegGet(Core 0, PC ->15) = 0x8024f10 (134369040)
aug 9/10:33:17.734 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8024f10, 2 bytes [by 2] = [ 01 48 ])
aug 9/10:33:17.734 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
aug 9/10:33:17.734 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
aug 9/10:33:17.734 DEBUG2 : 		>Calling execConfigureTraceETM
aug 9/10:33:17.734 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40023810, 4 bytes [by 4] = [ 00 00 00 00 ])
aug 9/10:33:17.734 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x40023810, 4 bytes [by 4] = [ 00 00 00 00 ])
aug 9/10:33:17.735 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40023830, 4 bytes [by 4] = [ 00 00 10 00 ])
aug 9/10:33:17.735 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x40023830, 4 bytes [by 4] = [ 10 00 10 00 ])
aug 9/10:33:17.735 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0xe0042004, 4 bytes [by 4] = [ e7 00 00 00 ])
aug 9/10:33:17.735 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40023844, 4 bytes [by 4] = [ 00 00 00 00 ])
aug 9/10:33:17.735 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x40023844, 4 bytes [by 4] = [ 00 40 00 00 ])
aug 9/10:33:17.735 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x40013820, 4 bytes [by 4] = [ 01 00 00 00 ])
aug 9/10:33:17.735 DEBUG2 : 		__getTracePortSize()
aug 9/10:33:17.735 DEBUG2 : 		__getTracePortSize()
aug 9/10:33:17.735 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0xe0042004, 4 bytes [by 4] = [ e7 00 00 00 ])
aug 9/10:33:17.736 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40021000, 4 bytes [by 4] = [ 00 00 00 00 ])
aug 9/10:33:17.736 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x40021000, 4 bytes [by 4] = [ a0 2a 00 00 ])
aug 9/10:33:17.736 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40021004, 4 bytes [by 4] = [ 00 00 00 00 ])
aug 9/10:33:17.736 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x40021004, 4 bytes [by 4] = [ 00 00 00 00 ])
aug 9/10:33:17.736 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x4002100c, 4 bytes [by 4] = [ 00 00 00 00 ])
aug 9/10:33:17.736 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x4002100c, 4 bytes [by 4] = [ 00 00 00 00 ])
aug 9/10:33:17.737 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40021008, 4 bytes [by 4] = [ 00 00 00 00 ])
aug 9/10:33:17.737 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x40021008, 4 bytes [by 4] = [ f0 3f 00 00 ])
aug 9/10:33:17.737 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40021020, 4 bytes [by 4] = [ 00 00 00 00 ])
aug 9/10:33:17.737 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x40021020, 4 bytes [by 4] = [ 00 00 00 00 ])
aug 9/10:33:17.737 DEBUG2 : 		<Call to execConfigureTraceETM completed successfully
aug 9/10:33:17.737 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
aug 9/10:33:17.738 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
aug 9/10:33:17.738 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
aug 9/10:33:17.739 INFO   : Debug Log(info): Trace/TPIU: Initializing in 4-bit mode ...

aug 9/10:33:17.739 INFO   : Trace/TPIU: Initializing in 4-bit mode ...

aug 9/10:33:17.741 INFO   : Debug Log(info): Trace/TPIU: Initialization DONE

aug 9/10:33:17.741 INFO   : Trace/TPIU: Initialization DONE

aug 9/10:33:17.879 INFO   : Debug Log(info): Trace: Calibration [4-bit,tclk=8.04MHz,auto]: OK=#0, pattern=+++++++++++++++++++++++++++++++C+++++++++++++++++++++++++++++++

aug 9/10:33:17.879 INFO   : Trace: Calibration [4-bit,tclk=8.04MHz,auto]: OK=#0, pattern=+++++++++++++++++++++++++++++++C+++++++++++++++++++++++++++++++

aug 9/10:33:17.883 INFO   : Debug Log(info): Trace/Streaming: Active (#1).

aug 9/10:33:17.883 INFO   : Trace/Streaming: Active (#1).

aug 9/10:33:18.292 INFO   : Debug Log(info): Notification to init-after-hw-reset hookup.

aug 9/10:33:18.292 INFO   : Notification to init-after-hw-reset hookup.

aug 9/10:33:18.292 DEBUG2 : 		<Call to _ExecDeviceProbeReset: macro undefined
aug 9/10:33:18.292 DEBUG2 : 		<Call to execUserProbeReset: macro undefined
aug 9/10:33:18.292 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:33:18.292 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:33:18.293 DEBUG2 : 		ISigCmdInterpreter::Execute('dap.r 0xe0042008 0x00')
aug 9/10:33:18.294 DEBUG2 : 		ISigCmdInterpreter::Execute('dap.r 0xe0042004 0x00')
aug 9/10:33:18.294 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:33:18.294 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:33:18.313 INFO   : Debug Log(info): Connecting to TAP#0 DAP AHB-AP-CM port 0x0 (IDR=0x2477'0011).

aug 9/10:33:18.313 INFO   : Connecting to TAP#0 DAP AHB-AP-CM port 0x0 (IDR=0x2477'0011).

aug 9/10:33:18.313 INFO   : Debug Log(info): Recognized CPUID=0x410fc241 Cortex-M4 r0p1 arch ARMv7-M

aug 9/10:33:18.313 INFO   : Recognized CPUID=0x410fc241 Cortex-M4 r0p1 arch ARMv7-M

aug 9/10:33:18.314 INFO   : Debug Log(info): Debug resources: 6 instruction comparators, 4 data watchpoints.

aug 9/10:33:18.314 INFO   : Debug resources: 6 instruction comparators, 4 data watchpoints.

aug 9/10:33:18.314 INFO   : Debug Log(info): CPU status - IN RESET
aug 9/10:33:18.731 INFO   : Debug Log(info): Notification to init-after-hw-reset hookup.

aug 9/10:33:18.731 INFO   : Notification to init-after-hw-reset hookup.

aug 9/10:33:18.731 DEBUG2 : 		<Call to _ExecDeviceProbeReset: macro undefined
aug 9/10:33:18.731 DEBUG2 : 		<Call to execUserProbeReset: macro undefined
aug 9/10:33:18.731 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:33:18.731 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:33:18.732 DEBUG2 : 		ISigCmdInterpreter::Execute('dap.r 0xe0042008 0x00')
aug 9/10:33:18.732 DEBUG2 : 		ISigCmdInterpreter::Execute('dap.r 0xe0042004 0x00')
aug 9/10:33:18.733 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:33:18.733 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:33:18.751 INFO   : Debug Log(info): Connecting to TAP#0 DAP AHB-AP-CM port 0x0 (IDR=0x2477'0011).

aug 9/10:33:18.751 INFO   : Connecting to TAP#0 DAP AHB-AP-CM port 0x0 (IDR=0x2477'0011).

aug 9/10:33:18.751 INFO   : Debug Log(info): Recognized CPUID=0x410fc241 Cortex-M4 r0p1 arch ARMv7-M

aug 9/10:33:18.751 INFO   : Recognized CPUID=0x410fc241 Cortex-M4 r0p1 arch ARMv7-M

aug 9/10:33:18.752 INFO   : Debug Log(info): Debug resources: 6 instruction comparators, 4 data watchpoints.

aug 9/10:33:18.752 INFO   : Debug resources: 6 instruction comparators, 4 data watchpoints.

aug 9/10:33:18.759 INFO   : Debug Log(minor): CPU status OK
aug 9/10:33:18.760 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x80134e4 (134296804)
aug 9/10:33:18.760 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
aug 9/10:33:18.760 INFO   : Debug Log(info): ERROR 0x95, pos=149

aug 9/10:33:18.760 INFO   : ERROR 0x95, pos=149

aug 9/10:33:18.760 INFO   : Debug Log(info): BUF:  @145=0x33AB030B  @146=0x00468F8F  @147=0x13600809  @148=0x8408024E ERR: @149=0x0801F984  @150=0x097FFFFF  @151=0xFF3601BC  @152=0x097F0343  @153=0x089E94B4

aug 9/10:33:18.760 INFO   : BUF:  @145=0x33AB030B  @146=0x00468F8F  @147=0x13600809  @148=0x8408024E ERR: @149=0x0801F984  @150=0x097FFFFF  @151=0xFF3601BC  @152=0x097F0343  @153=0x089E94B4

aug 9/10:33:18.760 INFO   : Debug Log(info): Trace/Streaming/Done(#1): 

aug 9/10:33:18.760 INFO   : Trace/Streaming/Done(#1): 

aug 9/10:33:18.760 INFO   : Debug Log(warning): Warning: Trace streaming aborted because of decoding error (most likely unstable capture).

aug 9/10:33:18.760 WARNING: Warning: Trace streaming aborted because of decoding error (most likely unstable capture).

aug 9/10:33:18.779 INFO   : Debug Log(warning): Warning: Trace validation FAILED. Reason: Odd number of bytes in idle sequence

aug 9/10:33:18.779 WARNING: Warning: Trace validation FAILED. Reason: Odd number of bytes in idle sequence

aug 9/10:33:18.779 INFO   : Debug Log(info): Captured trace buffer around error point:

aug 9/10:33:18.779 INFO   : Captured trace buffer around error point:

aug 9/10:33:18.779 INFO   : Debug Log(info):  00 01 80 FF *IDLE* *IDLE* *IDLE* 7F 09 00 00 00 00 00 80 08 FF *IDLE* *IDLE* ERROR:  *IDLE* 09 00 00 00 00 00 01 80 FF 7F *IDLE* *IDLE* *IDLE* 09 00 00 00 00 00 80 08 FF FF *IDLE*

aug 9/10:33:18.779 INFO   :  00 01 80 FF *IDLE* *IDLE* *IDLE* 7F 09 00 00 00 00 00 80 08 FF *IDLE* *IDLE* ERROR:  *IDLE* 09 00 00 00 00 00 01 80 FF 7F *IDLE* *IDLE* *IDLE* 09 00 00 00 00 00 80 08 FF FF *IDLE*

aug 9/10:33:18.779 INFO   : Debug Log(info): Trace: ETM read but aborted (25.5KB in 19ms - total 25.5KB kept)

aug 9/10:33:18.779 INFO   : Trace: ETM read but aborted (25.5KB in 19ms - total 25.5KB kept)

aug 9/10:33:18.779 DEBUG2 : 		    XTRACE postgo (status = 0x109) dump -> ok
aug 9/10:33:18.781 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
aug 9/10:33:18.781 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0.427s
aug 9/10:33:18.781 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
aug 9/10:33:18.781 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
aug 9/10:33:18.781 DEBUG2 : 		  ISigChan::Stop()
aug 9/10:33:18.781 INFO   : Debug Log(info): ETM Records read: 0
aug 9/10:33:18.781 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134e4, 2 bytes [by 2] = [ 2d e9 ])
aug 9/10:33:18.781 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x80134e4, attr <0x20409: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_HW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
aug 9/10:33:18.781 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
aug 9/10:33:18.781 DEBUG2 : 		<- LowLevelGo(core 0)
aug 9/10:33:18.781 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
aug 9/10:33:18.782 DEBUG2 : 		ISigPcSampler::GetSample(SIGAPIARM_SAMPLE_CYCLE) = 0xbad5cd26
aug 9/10:33:18.782 DEBUG2 : 		ClearCodeBreak(<0:0x80134e4>, 1 units)
aug 9/10:33:18.782 DEBUG2 : 		  ClearCodeBreak(): BreakClr(bank 0, count 1, addr 0x80134e4)
aug 9/10:33:18.783 DEBUG2 : 		CpuRegGet(Core 0, LR -> 14) = 0x8024bb7 (134368183)
aug 9/10:33:18.783 DEBUG2 : 		CpuRegGet(Core 0, XPSR -> 16) = 0x61000000 (1627389952)
aug 9/10:33:18.786 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x2000e110, 2048 bytes [by 0] = [ cd cd cd cd cd cd cd cd ... ])
aug 9/10:33:18.790 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x2000e910, 2048 bytes [by 0] = [ cd cd cd cd cd cd cd cd ... ])
aug 9/10:33:18.794 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x2000f110, 2048 bytes [by 0] = [ cd cd cd cd cd cd cd cd ... ])
aug 9/10:33:18.797 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x2000f910, 2048 bytes [by 0] = [ cd cd cd cd cd cd cd cd ... ])
aug 9/10:33:18.798 DEBUG2 : 		CpuRegGet(Core 0, SP_Main -> 17) = 0x20010108 (536936712)
aug 9/10:33:26.983 DEBUG2 : 		CpuRegGet(Core 0, CTRL_PRI -> 20) = 0x4000000 (67108864)
aug 9/10:33:26.990 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134a6, 2 bytes [by 2] = [ 0c 48 ])
aug 9/10:33:26.991 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134d8, 4 bytes [by 4] = [ b8 e0 00 20 ])
aug 9/10:33:26.991 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134a8, 2 bytes [by 2] = [ 01 68 ])
aug 9/10:33:26.991 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134aa, 2 bytes [by 2] = [ 49 1c ])
aug 9/10:33:26.991 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134ac, 2 bytes [by 2] = [ 01 60 ])
aug 9/10:33:26.991 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134ae, 2 bytes [by 2] = [ 00 68 ])
aug 9/10:33:26.992 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134b0, 2 bytes [by 2] = [ 4f f4 ])
aug 9/10:33:26.992 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134b0, 4 bytes [by 4] = [ 4f f4 7a 70 ])
aug 9/10:33:26.992 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134b4, 2 bytes [by 2] = [ 10 bd ])
aug 9/10:33:26.992 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134b6, 2 bytes [by 2] = [ 00 00 ])
aug 9/10:33:26.993 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134b8, 4 bytes [by 4] = [ 74 dd 00 20 ])
aug 9/10:33:26.993 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134b8, 4 bytes [by 4] = [ 74 dd 00 20 ])
aug 9/10:33:26.993 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134b8, 4 bytes [by 4] = [ 74 dd 00 20 ])
aug 9/10:33:26.993 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134bc, 4 bytes [by 4] = [ 00 08 00 40 ])
aug 9/10:33:26.993 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134bc, 4 bytes [by 4] = [ 00 08 00 40 ])
aug 9/10:33:26.993 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134bc, 4 bytes [by 4] = [ 00 08 00 40 ])
aug 9/10:33:26.993 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134c0, 4 bytes [by 4] = [ b8 00 00 20 ])
aug 9/10:33:26.993 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134c0, 4 bytes [by 4] = [ b8 00 00 20 ])
aug 9/10:33:26.993 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134c0, 4 bytes [by 4] = [ b8 00 00 20 ])
aug 9/10:33:26.993 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134c4, 4 bytes [by 4] = [ 80 96 98 00 ])
aug 9/10:33:26.993 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134c4, 4 bytes [by 4] = [ 80 96 98 00 ])
aug 9/10:33:26.993 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134c4, 4 bytes [by 4] = [ 80 96 98 00 ])
aug 9/10:33:26.993 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134c8, 4 bytes [by 4] = [ b0 dd 00 20 ])
aug 9/10:33:26.993 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134c8, 4 bytes [by 4] = [ b0 dd 00 20 ])
aug 9/10:33:26.994 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134c8, 4 bytes [by 4] = [ b0 dd 00 20 ])
aug 9/10:33:26.994 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134cc, 4 bytes [by 4] = [ 00 0c 00 40 ])
aug 9/10:33:26.994 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134cc, 4 bytes [by 4] = [ 00 0c 00 40 ])
aug 9/10:33:26.994 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134cc, 4 bytes [by 4] = [ 00 0c 00 40 ])
aug 9/10:33:26.994 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134d0, 4 bytes [by 4] = [ 00 04 00 40 ])
aug 9/10:33:26.994 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134d0, 4 bytes [by 4] = [ 00 04 00 40 ])
aug 9/10:33:26.994 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134d0, 4 bytes [by 4] = [ 00 04 00 40 ])
aug 9/10:33:26.994 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134d4, 4 bytes [by 4] = [ b4 e0 00 20 ])
aug 9/10:33:26.995 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134d4, 4 bytes [by 4] = [ b4 e0 00 20 ])
aug 9/10:33:26.995 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134d4, 4 bytes [by 4] = [ b4 e0 00 20 ])
aug 9/10:33:26.995 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134d8, 4 bytes [by 4] = [ b8 e0 00 20 ])
aug 9/10:33:26.996 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134d8, 4 bytes [by 4] = [ b8 e0 00 20 ])
aug 9/10:33:26.996 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134d8, 4 bytes [by 4] = [ b8 e0 00 20 ])
aug 9/10:33:27.020 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134dc, 2 bytes [by 2] = [ 70 47 ])
aug 9/10:33:27.083 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134de, 2 bytes [by 2] = [ 70 47 ])
aug 9/10:33:27.083 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134e0, 2 bytes [by 2] = [ 70 47 ])
aug 9/10:33:27.083 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134e2, 2 bytes [by 2] = [ 2e 00 ])
aug 9/10:33:27.083 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134e2, 2 bytes [by 2] = [ 2e 00 ])
aug 9/10:33:27.085 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134e4, 2 bytes [by 2] = [ 2d e9 ])
aug 9/10:33:27.085 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134e4, 4 bytes [by 4] = [ 2d e9 f8 4f ])
aug 9/10:33:27.085 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134e8, 2 bytes [by 2] = [ 01 f0 ])
aug 9/10:33:27.085 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134e8, 4 bytes [by 4] = [ 01 f0 9a fb ])
aug 9/10:33:27.085 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134ec, 2 bytes [by 2] = [ 00 f0 ])
aug 9/10:33:27.086 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134ec, 4 bytes [by 4] = [ 00 f0 f4 fb ])
aug 9/10:33:27.086 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134f0, 2 bytes [by 2] = [ 00 f0 ])
aug 9/10:33:27.086 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134f0, 4 bytes [by 4] = [ 00 f0 f2 f9 ])
aug 9/10:33:27.086 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134f4, 2 bytes [by 2] = [ 01 f0 ])
aug 9/10:33:27.086 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134f4, 4 bytes [by 4] = [ 01 f0 b0 fb ])
aug 9/10:33:27.086 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134f8, 2 bytes [by 2] = [ 00 f0 ])
aug 9/10:33:27.087 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134f8, 4 bytes [by 4] = [ 00 f0 a9 fb ])
aug 9/10:33:27.087 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134fc, 2 bytes [by 2] = [ df f8 ])
aug 9/10:33:27.087 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x80134fc, 4 bytes [by 4] = [ df f8 78 4c ])
aug 9/10:33:27.087 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8014178, 4 bytes [by 4] = [ 74 dc 00 20 ])
aug 9/10:33:27.087 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8013500, 2 bytes [by 2] = [ 20 00 ])
aug 9/10:33:27.087 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8013502, 2 bytes [by 2] = [ 01 f0 ])
aug 9/10:33:27.087 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8013502, 4 bytes [by 4] = [ 01 f0 b9 fb ])
aug 9/10:33:27.088 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8013506, 2 bytes [by 2] = [ ff f7 ])
aug 9/10:33:27.088 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8013506, 4 bytes [by 4] = [ ff f7 6f ff ])
aug 9/10:33:27.088 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801350a, 2 bytes [by 2] = [ 01 f0 ])
aug 9/10:33:27.088 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801350a, 4 bytes [by 4] = [ 01 f0 21 f9 ])
aug 9/10:33:27.088 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801350e, 2 bytes [by 2] = [ 01 f0 ])
aug 9/10:33:27.088 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801350e, 4 bytes [by 4] = [ 01 f0 af fc ])
aug 9/10:33:27.088 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8013512, 2 bytes [by 2] = [ 01 f0 ])
aug 9/10:33:27.088 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8013512, 4 bytes [by 4] = [ 01 f0 f5 fc ])
aug 9/10:33:27.088 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8013516, 2 bytes [by 2] = [ 00 f0 ])
aug 9/10:33:27.089 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8013516, 4 bytes [by 4] = [ 00 f0 37 fc ])
aug 9/10:33:27.089 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801351a, 2 bytes [by 2] = [ 02 f0 ])
aug 9/10:33:27.089 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801351a, 4 bytes [by 4] = [ 02 f0 a3 f9 ])
aug 9/10:33:27.089 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801351e, 2 bytes [by 2] = [ 0a 20 ])
aug 9/10:33:27.089 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8013520, 2 bytes [by 2] = [ 00 f0 ])
aug 9/10:33:27.089 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8013520, 4 bytes [by 4] = [ 00 f0 81 ff ])
aug 9/10:33:27.090 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8013524, 2 bytes [by 2] = [ 00 f0 ])
aug 9/10:33:27.091 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8013524, 4 bytes [by 4] = [ 00 f0 8e ff ])
aug 9/10:33:27.091 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8013528, 2 bytes [by 2] = [ 0a 20 ])
aug 9/10:33:27.091 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801352a, 2 bytes [by 2] = [ 00 f0 ])
aug 9/10:33:27.091 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801352a, 4 bytes [by 4] = [ 00 f0 7c ff ])
aug 9/10:33:27.091 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801352e, 2 bytes [by 2] = [ 02 f0 ])
aug 9/10:33:27.091 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801352e, 4 bytes [by 4] = [ 02 f0 7a fa ])
aug 9/10:33:27.092 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8013532, 2 bytes [by 2] = [ 00 f0 ])
aug 9/10:33:27.092 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8013532, 4 bytes [by 4] = [ 00 f0 39 fe ])
aug 9/10:33:27.092 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8013536, 2 bytes [by 2] = [ 00 f0 ])
aug 9/10:33:27.092 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8013536, 4 bytes [by 4] = [ 00 f0 55 fe ])
aug 9/10:33:27.093 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x801353a, 2 bytes [by 2] = [ 00 20 ])
